rank	name	childcount	min	max	mode	median	mean	stddev
family	Acetobacteraceae	20	1	7			3.77	1.79
family	Carnobacteriaceae	7	4	8			5.43	1.05
family	Desulfovibrionaceae	3	1	7			2.83	0.62
family	Burkholderiaceae	8	1	7			3.76	1.45
family	Promicromonosporaceae	5	3	4			3.10	0.20
family	Intrasporangiaceae	7	2	2			2.00	0.00
family	Erythrobacteraceae	5	1	2			1.27	0.16
family	Beijerinckiaceae	5	1	3			1.73	0.74
family	Flammeovirgaceae	4	2	10			5.00	2.55
family	Bacillaceae 2	11	6	10			7.16	1.08
family	Neisseriaceae	14	1	10			5.71	1.88
family	Sphingobacteriaceae	7	2	8			3.97	0.80
family	Peptostreptococcaceae	4	4	17			8.77	3.85
family	Bacillaceae 1	5	1	19			8.47	1.35
family	Methanococcaceae	2	2	4			2.29	0.29
family	Corynebacteriaceae	1	3	7			4.37	0.00
family	Mycoplasmataceae	2	1	5			1.80	0.20
family	Streptococcaceae	2	1	9			5.58	0.18
family	Caulobacteraceae	4	1	3			2.00	0.71
family	Chlorobiaceae	4	1	3			1.70	0.41
family	Sulfolobaceae	3	1	1			1.00	0.00
family	Rickettsiaceae	2	1	1			1.00	0.00
family	Methanosarcinaceae	6	1	3			2.50	0.50
family	Thermoanaerobacteraceae	6	1	4			3.06	1.06
family	Methanopyraceae	1	1	1			1.00	0.00
family	Thermoproteaceae	4	1	1			1.00	0.00
family	Thermococcaceae	3	1	2			1.33	0.47
family	Cellulomonadaceae	3	1	4			2.43	1.23
family	Bifidobacteriaceae	4	2	6			2.33	0.57
family	Leptospiraceae	2	2	2			2.00	0.00
family	Coxiellaceae	3	1	2			1.67	0.47
family	Enterococcaceae	4	4	7			5.21	0.83
family	Mycobacteriaceae	2	1	3			2.06	0.94
family	Helicobacteraceae	5	1	4			2.99	0.65
family	Family II	2	1	3			1.84	0.16
family	Geobacteraceae	2	2	4			2.77	0.23
family	Anaplasmataceae	3	1	1			1.00	0.00
family	Lactobacillaceae	2	1	11			4.98	0.38
family	Thermaceae	4	1	3			2.24	0.44
family	Picrophilaceae	1	1	1			1.00	0.00
family	Listeriaceae	2	1	9			7.34	1.66
family	Methylococcaceae	5	1	3			2.20	0.75
family	Propionibacteriaceae	5	1	6			1.72	0.69
family	Idiomarinaceae	1	4	4			4.00	0.00
family	Legionellaceae	1	3	4			3.10	0.00
family	Thermotogaceae	2	1	1			1.00	0.00
family	Deinococcaceae	1	3	5			3.38	0.00
family	Aquificaceae	4	1	2			1.50	0.50
family	Methanobacteriaceae	4	2	4			2.42	0.53
family	Archaeoglobaceae	3	1	1			1.00	0.00
family	Francisellaceae	1	1	3			2.94	0.00
family	Dehalococcoidaceae	1	1	1			1.00	0.00
family	Campylobacteraceae	3	1	6			3.42	1.12
family	Nitrosomonadaceae	2	1	1			1.00	0.00
family	Alcanivoracaceae	2	2	3			2.20	0.20
family	Family I	1	1	6			3.97	0.00
family	Nocardiaceae	3	2	6			3.59	0.48
family	Clostridiales_Incertae Sedis XVIII	1	6	6			6.00	0.00
family	Bacteroidaceae	1	4	7			5.51	0.00
family	Peptococcaceae 1	5	3	11			5.17	2.36
family	Paenibacillaceae 1	5	5	17			9.45	2.55
family	Clostridiales_Incertae Sedis XI	8	2	6			3.73	1.25
family	Gemmatimonadaceae	1	1	2			1.67	0.00
family	Nautiliaceae	5	2	4			3.40	0.80
family	Xanthobacteraceae	6	1	3			2.00	0.82
family	Family XI	1	2	2			2.00	0.00
family	Deferribacteraceae	5	2	2			2.00	0.00
family	Methanocellaceae	1	2	3			2.33	0.00
family	Thermoplasmataceae	1	1	1			1.00	0.00
family	Bradyrhizobiaceae	5	1	3			1.42	0.44
family	Family IV	1	1	3			1.75	0.00
family	Acholeplasmataceae	1	2	4			2.19	0.00
family	Moraxellaceae	5	1	8			4.49	0.81
family	Colwelliaceae	2	5	9			6.44	0.44
family	SAR11	1	1	1			1.00	0.00
family	Nocardiopsaceae	3	4	6			4.72	0.52
family	Piscirickettsiaceae	5	1	6			3.09	1.60
family	Myxococcaceae	2	3	4			3.41	0.41
family	Hydrogenophilaceae	2	2	3			2.50	0.50
family	Desulfuromonadaceae	2	2	4			2.50	0.50
family	Hahellaceae	1	5	5			5.00	0.00
family	Hyphomonadaceae	4	1	2			1.50	0.50
family	Syntrophaceae	3	1	1			1.00	0.00
family	Methanospirillaceae	1	4	4			4.00	0.00
family	Methylophilaceae	4	1	3			2.00	0.00
family	Shewanellaceae	1	7	15			9.28	0.00
family	Rubrobacteraceae	1	1	1			1.00	0.00
family	Family XII	1	2	2			2.00	0.00
family	Leuconostocaceae	3	2	11			4.60	2.44
family	Syntrophomonadaceae	2	2	3			2.50	0.50
family	Aeromonadaceae	5	7	11			8.18	0.95
family	Magnetococcaceae	1	3	3			3.00	0.00
family	Syntrophobacteraceae	2	2	2			2.00	0.00
family	Acidothermaceae	1	1	1			1.00	0.00
family	Pyrodictiaceae	2	1	1			1.00	0.00
family	Thermofilaceae	1	1	1			1.00	0.00
family	Nocardioidaceae	3	2	6			2.22	0.32
family	Psychromonadaceae	1	10	10			10.00	0.00
family	Cardiobacteriaceae	2	3	3			3.00	0.00
family	Bartonellaceae	1	2	3			2.04	0.00
family	Methanocorpusculaceae	1	3	3			3.00	0.00
family	Methanomicrobiaceae	2	1	2			1.50	0.50
family	Micromonosporaceae	5	1	6			3.24	1.20
family	Clostridiales_Incertae Sedis III	4	2	5			3.25	1.09
family	Chloroflexaceae	2	2	3			2.50	0.50
family	Fervidobacteriaceae	2	2	4			2.90	0.90
family	Clostridiaceae 2	2	6	10			7.50	1.50
family	Kineosporiaceae	1	4	4			4.00	0.00
family	Rhodobiaceae	2	1	1			1.00	0.00
family	Methanoregulaceae	2	1	3			2.00	1.00
family	Nitrosopumilaceae	1	1	1			1.00	0.00
family	Petrotogaceae	3	2	3			2.67	0.47
family	Methylobacteriaceae	2	3	11			4.57	1.07
family	Heliobacteriaceae	1	10	10			10.00	0.00
family	Family X	1	2	2			2.00	0.00
family	Bacillales_Incertae Sedis XII	1	4	10			8.50	0.00
family	Opitutaceae	1	1	2			1.20	0.00
family	Natranaerobiaceae	1	4	4			4.00	0.00
family	Elusimicrobiaceae	1	1	1			1.00	0.00
family	Verrucomicrobiaceae	1	3	3			3.00	0.00
family	Hydrogenothermaceae	2	2	3			2.25	0.25
family	Halanaerobiaceae	3	4	4			4.00	0.00
family	Acidithiobacillaceae	1	2	2			2.00	0.00
family	Thermodesulfobiaceae	2	2	2			2.00	0.00
family	"Dictyoglomaceae"	1	2	2			2.00	0.00
family	"Nitrospiraceae"	3	1	3			1.42	0.59
family	Thermomicrobiaceae	1	2	2			2.00	0.00
family	"Brachyspiraceae"	1	1	1			1.00	0.00
family	Alteromonadales_incertae_sedis	1	3	3			3.00	0.00
family	Beutenbergiaceae	2	2	2			2.00	0.00
family	Desulfomicrobiaceae	1	2	2			2.00	0.00
family	Pseudonocardiaceae	13	3	5			3.66	0.71
family	Acidimicrobiaceae	1	2	2			2.00	0.00
family	Kosmotogaceae	2	2	2			2.00	0.00
family	Dermabacteraceae	3	2	3			2.67	0.47
family	"Leptotrichiaceae"	4	3	5			4.21	0.80
family	Dermacoccaceae	3	2	3			2.33	0.47
family	Methanocaldococcaceae	2	2	2			2.00	0.00
family	Catenulisporaceae	1	3	3			3.00	0.00
family	Jonesiaceae	1	5	5			5.00	0.00
family	Alicyclobacillaceae	2	5	6			5.50	0.50
family	Desulfohalobiaceae	1	2	2			2.00	0.00
family	Nakamurellaceae	1	2	3			2.50	0.00
family	Thermomonosporaceae	2	4	5			4.25	0.25
family	Glycomycetaceae	1	2	2			2.00	0.00
family	"Fibrobacteraceae"	1	3	3			3.00	0.00
family	Halothiobacillaceae	1	2	2			2.00	0.00
family	"Haliangiaceae"	1	2	2			2.00	0.00
family	Streptosporangiaceae	2	5	6			5.50	0.50
family	Synergistaceae	5	2	5			3.20	0.98
family	Sanguibacteraceae	1	4	4			4.00	0.00
family	Sphaerobacteraceae	1	2	2			2.00	0.00
family	Conexibacteraceae	1	1	1			1.00	0.00
family	Acidaminococcaceae	2	3	6			4.75	0.25
family	Geodermatophilaceae	3	3	3			3.00	0.00
family	Gallionellaceae	3	2	3			2.67	0.47
family	Puniceicoccaceae	1	2	2			2.00	0.00
family	"Prevotellaceae"	3	3	7			4.68	1.69
family	Desulfobulbaceae	4	2	7			3.50	2.06
family	Pseudoalteromonadaceae	1	6	12			8.79	0.00
family	Polyangiaceae	3	3	4			3.67	0.47
family	Tsukamurellaceae	1	2	2			2.00	0.00
family	Trueperaceae	1	2	2			2.00	0.00
family	Waddliaceae	1	2	2			2.00	0.00
family	Segniliparaceae	1	1	1			1.00	0.00
family	Sporolactobacillaceae	2	6	10			7.34	0.66
family	Hyphomicrobiaceae	7	1	3			1.82	0.58
family	Desulfarculaceae	1	1	1			1.00	0.00
family	Halobacteroidaceae	2	5	5			5.00	0.00
family	Acidilobaceae	1	1	1			1.00	0.00
family	Ferrimonadaceae	1	7	7			7.00	0.00
family	Eubacteriaceae	2	2	7			4.93	0.07
family	Ferroplasmaceae	1	1	1			1.00	0.00
family	"Parvularculaceae"	1	1	1			1.00	0.00
family	"Fusobacteriaceae"	2	3	8			6.64	1.36
family	Methanothermaceae	1	2	2			2.00	0.00
family	Chrysiogenaceae	1	3	3			3.00	0.00
family	Clostridiales_Incertae Sedis XVII	2	2	6			4.00	2.00
family	Desulfurobacteriaceae	2	2	3			2.50	0.50
family	Aerococcaceae	2	1	7			3.66	0.34
family	Desulfurellaceae	2	2	2			2.00	0.00
family	Cryomorphaceae	2	2	3			2.25	0.25
family	Bdellovibrionaceae	1	1	2			1.62	0.00
family	Methanotrichaceae	1	1	2			1.50	0.00
family	Bacteriovoracaceae	2	2	2			2.00	0.00
family	"Saprospiraceae"	2	2	3			2.50	0.50
family	Clostridiales_Incertae Sedis IV	1	3	3			3.00	0.00
family	Cyclobacteriaceae	4	3	4			3.62	0.41
family	Simkaniaceae	1	1	1			1.00	0.00
family	Parachlamydiaceae	2	2	4			2.75	0.75
family	Ignavibacteriaceae	2	1	1			1.00	0.00
family	Fervidicoccaceae	1	1	1			1.00	0.00
family	"Rikenellaceae"	2	2	3			2.06	0.06
family	Caldilineaceae	1	2	2			2.00	0.00
family	Phycisphaeraceae	1	1	1			1.00	0.00
family	Caldisericaceae	1	1	1			1.00	0.00
family	Sulfuricellaceae	2	2	3			2.50	0.50
family	Methanomassiliicoccaceae	1	1	2			1.12	0.00
family	Nitrososphaeraceae	1	1	2			1.29	0.00
family	Methylocystaceae	3	1	3			2.44	0.79
family	Family VI	1	2	3			2.33	0.00
family	Family XIII	1	3	4			3.50	0.00
family	Family VII	1	2	3			2.67	0.00
family	Caldisphaeraceae	1	1	1			1.00	0.00
family	Spiroplasmataceae	1	1	2			1.16	0.00
family	Orbaceae	2	4	4			4.00	0.00
family	Prolixibacteraceae	1	2	2			2.00	0.00
family	Fimbriimonadaceae	1	2	2			2.00	0.00
family	Sandaracinaceae	1	2	2			2.00	0.00
family	Oceanospirillales_incertae_sedis	2	2	4			3.00	1.00
family	Peptoniphilaceae	1	3	4			3.33	0.00
family	Moritellaceae	1	11	17			14.67	0.00
family	"Aurantimonadaceae"	2	1	3			1.84	0.84
family	Thermoactinomycetaceae 1	2	6	12			9.34	2.66
family	Vulgatibacteraceae	1	3	3			3.00	0.00
family	Labilitrichaceae	1	4	4			4.00	0.00
family	Thiotrichaceae	1	2	2			2.00	0.00
family	Paenibacillaceae 2	1	11	17			14.00	0.00
family	Aquificales_incertae_sedis	1	1	1			1.00	0.00
family	Family IX	1	3	3			3.00	0.00
family	Family V	1	3	4			3.25	0.00
family	Bacillales_Incertae Sedis XI	1	4	4			4.00	0.00
family	Sinobacteraceae	2	1	2			1.50	0.50
family	Brevibacteriaceae	1	2	4			3.80	0.00
family	Dietziaceae	1	2	4			3.00	0.00
family	Sutterellaceae	2	6	8			6.50	0.50
family	Clostridiaceae 4	1	11	11			11.00	0.00
family	Deferribacterales_incertae_sedis	1	1	1			1.00	0.00
family	Oleiphilaceae	1	5	5			5.00	0.00
family	Marinilabiliaceae	1	4	4			4.00	0.00
family	Granulosicoccaceae	1	3	3			3.00	0.00
family	Actinopolysporaceae	1	5	5			5.00	0.00
family	Rhizobiales_incertae_sedis	3	1	2			1.67	0.47
family	Family VIII	1	3	3			3.00	0.00
family	"Mariprofundaceae"	1	1	2			1.50	0.00
family	"Victivallaceae"	1	4	4			4.00	0.00
family	Clostridiales_Incertae Sedis XIII	2	2	5			3.50	1.50
family	Clostridiales_Incertae Sedis XVI	1	5	5			5.00	0.00
family	"Salinisphaeraceae"	1	2	2			2.00	0.00
family	Bradymonadaceae	1	3	5			3.67	0.00
family	Euzebyaceae	1	1	2			1.50	0.00
family	"Saccharospirillaceae"	1	4	4			4.00	0.00
family	Dermatophilaceae	2	2	3			2.50	0.50
family	Christensenellaceae	1	2	2			2.00	0.00
family	Bogoriellaceae	1	2	3			2.67	0.00
family	Thioalkalispiraceae	1	1	1			1.00	0.00
family	Nitriliruptoraceae	1	2	2			2.00	0.00
family	Sneathiellaceae	1	1	1			1.00	0.00
family	Corynebacterineae_incertae_sedis	1	4	4			4.00	0.00
family	Ruaniaceae	1	2	2			2.00	0.00
family	Candidatus Brocadiaceae	1	1	1			1.00	0.00
suborder	Frankineae	8	1	3			2.31	0.66
suborder	Corynebacterineae	10	1	7			2.90	1.23
suborder	"Acidimicrobineae"	2	1	2			1.50	0.50
suborder	Cystobacterineae	4	2	4			3.04	0.24
suborder	Micrococcineae	20	1	9			2.26	1.10
suborder	"Coriobacterineae"	1	1	5			2.46	0.00
suborder	Actinomycineae	1	1	4			2.81	0.00
suborder	Streptomycineae	1	3	11			8.05	0.00
suborder	Propionibacterineae	2	1	6			1.97	0.25
suborder	Streptosporangineae	3	4	6			4.82	0.52
suborder	"Rubrobacterineae"	1	1	1			1.00	0.00
suborder	Micromonosporineae	1	1	6			3.24	0.00
suborder	Chloroflexineae	1	2	3			2.50	0.00
suborder	Kineosporiineae	1	4	4			4.00	0.00
suborder	Pseudonocardineae	1	3	5			3.66	0.00
suborder	Catenulisporineae	1	3	3			3.00	0.00
suborder	Glycomycineae	1	2	2			2.00	0.00
suborder	Nannocystineae	1	2	2			2.00	0.00
suborder	"Sphaerobacterineae"	1	2	2			2.00	0.00
suborder	Sorangiineae	2	3	4			3.84	0.16
suborder	Actinopolysporineae	1	5	5			5.00	0.00
order	Desulfuromonadales	3	2	4			3.09	0.65
order	Cytophagales	7	1	10			2.67	1.34
order	Thermoplasmatales	7	1	1			1.00	0.00
order	"Flavobacteriales"	16	1	13			1.20	0.55
order	Clostridiales	32	2	17			5.36	2.62
order	Rhizobiales	22	1	11			2.21	0.86
order	"Bacteroidales"	8	2	7			3.46	1.15
order	Rickettsiales	4	1	1			1.00	0.00
order	Chromatiales	7	1	6			1.74	0.78
order	Burkholderiales	9	1	9			3.47	1.69
order	Bacillales	18	1	19			7.59	2.62
order	Rhodospirillales	3	1	10			3.09	0.78
order	Actinomycetales	28	1	11			2.32	1.74
order	Oceanospirillales	9	1	8			3.71	1.41
order	Alteromonadales	10	1	17			7.47	3.24
order	Ktedonobacterales	1	4	4	4	4	4.00	0.00
order	Lactobacillales	7	1	11			4.92	0.60
order	Gammaproteobacteria_incertae_sedis	8	1	6			2.50	1.50
order	Alphaproteobacteria_incertae_sedis	1	2	2			2.00	0.00
order	Halanaerobiales	3	4	8			5.67	1.70
order	"Enterobacteriales"	1	1	13			6.92	0.00
order	Entomoplasmatales	2	1	3			1.58	0.42
order	Rhodobacterales	1	1	6			2.76	0.00
order	Desulfobacterales	2	1	7			3.35	0.15
order	Rhodocyclales	1	2	5			2.80	0.00
order	"Vibrionales"	1	6	21			9.64	0.00
order	Spirochaetales	3	1	7			1.58	0.42
order	Desulfurococcales	2	1	1			1.00	0.00
order	Pasteurellales	1	1	8			5.95	0.00
order	Chlamydiales	4	1	4			1.75	0.68
order	Halobacteriales	1	1	3			1.53	0.00
order	Pseudomonadales	2	1	9			4.26	0.22
order	"Sphingobacteriales"	4	1	8			2.54	1.05
order	Thermodesulfobacteriales	1	1	2			1.33	0.00
order	Xanthomonadales	2	1	4			1.80	0.30
order	Selenomonadales	2	3	15			5.45	0.70
order	Erysipelotrichales	1	3	14			9.47	0.00
order	Planctomycetales	1	1	8			1.99	0.00
order	Anaerolineales	1	1	2			1.40	0.00
order	Natrialbales	1	2	5			3.00	0.00
order	Sphingomonadales	2	1	5			1.62	0.36
order	Haloferacales	1	2	3			2.03	0.00
order	Desulfovibrionales	3	1	7			2.28	0.39
order	Neisseriales	1	1	10			5.71	0.00
order	Methanococcales	2	2	4			2.14	0.14
order	Mycoplasmatales	1	1	5			1.80	0.00
order	Caulobacterales	2	1	3			1.75	0.25
order	Chlorobiales	1	1	3			1.70	0.00
order	Sulfolobales	1	1	1			1.00	0.00
order	Methanosarcinales	2	1	3			2.00	0.50
order	Thermoanaerobacterales	2	1	4			2.53	0.53
order	Methanopyrales	1	1	1			1.00	0.00
order	Thermoproteales	2	1	1			1.00	0.00
order	Thermococcales	1	1	2			1.33	0.00
order	Bifidobacteriales	1	2	6			2.33	0.00
order	Legionellales	2	1	4			2.38	0.72
order	Campylobacterales	2	1	6			3.20	0.22
order	Thermales	1	1	3			2.24	0.00
order	Methylococcales	1	1	3			2.20	0.00
order	Thermotogales	2	1	4			1.95	0.95
order	Deinococcales	2	2	5			2.69	0.69
order	Aquificales	3	1	3			1.58	0.51
order	Methanobacteriales	2	2	4			2.21	0.21
order	Archaeoglobales	1	1	1			1.00	0.00
order	Thiotrichales	3	1	6			2.68	0.48
order	Dehalococcoidales	1	1	1			1.00	0.00
order	Nitrosomonadales	1	1	1			1.00	0.00
order	Gemmatimonadales	1	1	2			1.67	0.00
order	Nautiliales	1	2	4			3.40	0.00
order	Deferribacterales	2	1	2			1.50	0.50
order	Methanocellales	1	2	3			2.33	0.00
order	Acholeplasmatales	1	2	4			2.19	0.00
order	Hydrogenophilales	1	2	3			2.50	0.00
order	Syntrophobacterales	2	1	2			1.50	0.50
order	Methanomicrobiales	4	1	4			2.62	0.96
order	Methylophilales	1	1	3			2.00	0.00
order	Aeromonadales	1	7	11			8.18	0.00
order	Magnetococcales	1	3	3			3.00	0.00
order	Cardiobacteriales	1	3	3			3.00	0.00
order	Nitrosopumilales	1	1	1			1.00	0.00
order	Petrotogales	1	2	3			2.67	0.00
order	Opitutales	1	1	2			1.20	0.00
order	Natranaerobiales	1	4	4			4.00	0.00
order	Elusimicrobiales	1	1	1			1.00	0.00
order	Verrucomicrobiales	1	3	3			3.00	0.00
order	Acidithiobacillales	1	2	2			2.00	0.00
order	"Dictyoglomales"	1	2	2			2.00	0.00
order	"Nitrospirales"	1	1	3			1.42	0.00
order	Thermomicrobiales	1	2	2			2.00	0.00
order	Kosmotogales	1	2	2			2.00	0.00
order	"Fusobacteriales"	2	3	8			5.42	1.22
order	"Fibrobacterales"	1	3	3			3.00	0.00
order	Synergistales	1	2	5			3.20	0.00
order	Solirubrobacterales	1	1	1			1.00	0.00
order	Gallionellales	1	2	3			2.67	0.00
order	Puniceicoccales	1	2	2			2.00	0.00
order	Desulfarculales	1	1	1			1.00	0.00
order	Acidilobales	2	1	1			1.00	0.00
order	"Parvularculales"	1	1	1			1.00	0.00
order	Chrysiogenales	1	3	3			3.00	0.00
order	Desulfurobacteriales	1	2	3			2.50	0.00
order	Desulfurellales	1	2	2			2.00	0.00
order	Bdellovibrionales	2	1	2			1.81	0.19
order	Ignavibacteriales	1	1	1			1.00	0.00
order	Fervidicoccales	1	1	1			1.00	0.00
order	Caldilineales	1	2	2			2.00	0.00
order	Phycisphaerales	1	1	1			1.00	0.00
order	Caldisericales	1	1	1			1.00	0.00
order	Sulfuricellales	1	2	3			2.50	0.00
order	Methanomassiliicoccales	1	1	2			1.12	0.00
order	Nitrososphaerales	1	1	2			1.29	0.00
order	Orbales	1	4	4			4.00	0.00
order	Fimbriimonadales	1	2	2			2.00	0.00
order	Myxococcales	4	2	4			2.72	0.77
order	"Mariprofundales"	1	1	2			1.50	0.00
order	Victivallales	1	4	4			4.00	0.00
order	"Salinisphaerales"	1	2	2			2.00	0.00
order	Bradymonadales	1	3	5			3.67	0.00
order	Euzebyales	1	1	2			1.50	0.00
order	Nitriliruptorales	1	2	2			2.00	0.00
order	Sneathiellales	1	1	1			1.00	0.00
order	Candidatus Brocadiales	1	1	1			1.00	0.00
order	Acidimicrobiales	1	1	2			1.50	0.00
order	Coriobacteriales	1	1	5			2.46	0.00
order	Rubrobacterales	1	1	1			1.00	0.00
order	"Chloroflexales"	1	2	3			2.50	0.00
order	Sphaerobacterales	1	2	2			2.00	0.00
subclass	Actinobacteridae	2	1	11			2.32	0.00
subclass	Rubrobacteridae	2	1	1			1.00	0.00
subclass	Nitriliruptoridae	2	1	2			1.75	0.25
subclass	Acidimicrobidae	1	1	2			1.50	0.00
subclass	Coriobacteridae	1	1	5			2.46	0.00
subclass	Sphaerobacteridae	1	2	2			2.00	0.00
class	Cyanobacteria	49	1	6			2.25	0.76
class	Gammaproteobacteria	45	1	21			2.54	2.37
class	Clostridia	6	1	17			3.59	1.52
class	Alphaproteobacteria	26	1	11			2.02	0.90
class	Betaproteobacteria	14	1	10			2.76	1.15
class	Acidobacteria_Gp4	1	1	1	1	1	1.00	0.00
class	Bacilli	3	1	19			5.17	1.88
class	Phycisphaerae	4	1	2			1.25	0.43
class	Halobacteria	5	1	5			2.11	0.48
class	Planctomycetia	4	1	8			2.00	0.71
class	Acidobacteria_Gp1	5	1	2			1.07	0.13
class	Acidobacteria_Gp3	1	2	2			2.00	0.00
class	"Dehalococcoidetes"	1	1	1			1.00	0.00
class	Endomicrobia	1	1	1			1.00	0.00
class	Spartobacteria	1	1	1			1.00	0.00
class	Acidobacteria_Gp6	1	1	1			1.00	0.00
class	"Bacteroidetes"_incertae_sedis	1	6	6			6.00	0.00
class	Deltaproteobacteria	9	1	7			2.38	0.84
class	Cytophagia	1	1	10			2.67	0.00
class	Thermoplasmata	2	1	2			1.06	0.06
class	Flavobacteriia	1	1	13			1.20	0.00
class	"Bacteroidia"	1	2	7			3.46	0.00
class	Ktedonobacteria	1	4	4			4.00	0.00
class	Mollicutes	3	1	5			1.86	0.25
class	Spirochaetia	1	1	7			1.58	0.00
class	Thermoprotei	5	1	1			1.00	0.00
class	Chlamydiia	1	1	4			1.75	0.00
class	Sphingobacteriia	1	1	8			2.54	0.00
class	Thermodesulfobacteria	1	1	2			1.33	0.00
class	Negativicutes	1	3	15			5.45	0.00
class	Erysipelotrichia	1	3	14			9.47	0.00
class	Anaerolineae	1	1	2			1.40	0.00
class	Methanococci	1	2	4			2.14	0.00
class	"Chlorobia"	1	1	3			1.70	0.00
class	"Methanomicrobia"	3	1	4			2.32	0.25
class	Methanopyri	1	1	1			1.00	0.00
class	Thermococci	1	1	2			1.33	0.00
class	Epsilonproteobacteria	2	1	6			3.30	0.10
class	Deinococci	2	1	5			2.46	0.22
class	Thermotogae	3	1	4			2.21	0.33
class	Aquificae	2	1	3			2.04	0.46
class	Methanobacteria	1	2	4			2.21	0.00
class	Archaeoglobi	1	1	1			1.00	0.00
class	Dehalococcoidia	1	1	1			1.00	0.00
class	Gemmatimonadetes	1	1	2			1.67	0.00
class	Deferribacteres	1	1	2			1.50	0.00
class	Opitutae	2	1	2			1.60	0.40
class	Elusimicrobia	1	1	1			1.00	0.00
class	Verrucomicrobiae	1	3	3			3.00	0.00
class	"Dictyoglomia"	1	2	2			2.00	0.00
class	"Nitrospira"	1	1	3			1.42	0.00
class	Thermomicrobia	2	2	2			2.00	0.00
class	Fusobacteriia	1	3	8			5.42	0.00
class	"Fibrobacteria"	1	3	3			3.00	0.00
class	Synergistia	1	2	5			3.20	0.00
class	Chrysiogenetes	1	3	3			3.00	0.00
class	Ignavibacteria	1	1	1			1.00	0.00
class	Caldilineae	1	2	2			2.00	0.00
class	Caldisericia	1	1	1			1.00	0.00
class	Fimbriimonadia	1	2	2			2.00	0.00
class	"Zetaproteobacteria"	1	1	2			1.50	0.00
class	"Lentisphaeria"	1	4	4			4.00	0.00
class	Chloroflexia	1	2	3			2.50	0.00
class	Actinobacteria	5	1	11			1.81	0.54
phylum	Cyanobacteria/Chloroplast	3	1	6			2.08	0.12
phylum	"Verrucomicrobia"	6	1	3			1.43	0.73
phylum	"Chloroflexi"	9	1	4			1.88	0.91
phylum	"Bacteroidetes"	40	1	13			1.27	0.91
phylum	"Proteobacteria"	10	1	21			2.25	1.20
phylum	Firmicutes	9	1	19			3.74	2.69
phylum	"Planctomycetes"	4	1	8			2.31	0.74
phylum	"Korarchaeota"	1	1	1			1.00	0.00
phylum	Cloacimonetes	1	2	2			2.00	0.00
phylum	Candidatus Saccharibacteria	1	1	1			1.00	0.00
phylum	Acetothermia	1	1	1			1.00	0.00
phylum	"Thaumarchaeota"	2	1	2			1.14	0.14
phylum	"Acidobacteria"	4	1	2			1.27	0.42
phylum	"Euryarchaeota"	8	1	5			1.65	0.56
phylum	"Elusimicrobia"	2	1	1			1.00	0.00
phylum	"Tenericutes"	1	1	5			1.86	0.00
phylum	"Spirochaetes"	1	1	7			1.58	0.00
phylum	"Crenarchaeota"	1	1	1			1.00	0.00
phylum	"Chlamydiae"	1	1	4			1.75	0.00
phylum	"Thermodesulfobacteria"	1	1	2			1.33	0.00
phylum	"Chlorobi"	1	1	3			1.70	0.00
phylum	"Deinococcus-Thermus"	1	1	5			2.46	0.00
phylum	"Thermotogae"	1	1	4			2.21	0.00
phylum	"Aquificae"	1	1	3			2.04	0.00
phylum	"Gemmatimonadetes"	1	1	2			1.67	0.00
phylum	"Deferribacteres"	1	1	2			1.50	0.00
phylum	"Dictyoglomi"	1	2	2			2.00	0.00
phylum	Nitrospirae	1	1	3			1.42	0.00
phylum	"Fusobacteria"	1	3	8			5.42	0.00
phylum	"Fibrobacteres"	1	3	3			3.00	0.00
phylum	"Synergistetes"	1	2	5			3.20	0.00
phylum	"Chrysiogenetes"	1	3	3			3.00	0.00
phylum	Ignavibacteriae	1	1	1			1.00	0.00
phylum	"Caldiserica"	1	1	1			1.00	0.00
phylum	"Armatimonadetes"	1	2	2			2.00	0.00
phylum	"Lentisphaerae"	1	4	4			4.00	0.00
phylum	"Actinobacteria"	1	1	11			1.81	0.00
domain	Bacteria	49	1	21			1.84	0.95
domain	Archaea	6	1	5			1.13	0.24
