rank	name	childcount	min	max	mode	median	mean	stddev
genus	Mobiluncus	1	2	2	2	2	2.00	0.00
genus	Methanohalobium	1	2	2	2	2	2.00	0.00
genus	Pseudonocardia	8	3	4	4	4.0	3.62	0.48
genus	Nitrospira	4	1	1	1	1.0	1.00	0.00
genus	Amycolatopsis	11	3	4	4	4	3.91	0.29
genus	Halomonas	21	1	6	6	6	5.29	1.24
genus	Halalkalicoccus	1	1	1	1	1	1.00	0.00
genus	Anaerolinea	1	2	2	2	2	2.00	0.00
genus	Microbacterium	30	1	3	2	2.0	1.93	0.36
genus	Paracoccus	18	2	4	3	3.0	2.78	0.53
genus	Verrucosispora	1	3	3	3	3	3.00	0.00
genus	Methanothrix	2	1	2		1.5	1.50	0.50
genus	Selenomonas	5	4	7	4	4	4.60	1.20
genus	Pusillimonas	2	2	2	2	2.0	2.00	0.00
genus	Gallibacterium	1	6	6	6	6	6.00	0.00
genus	Halobacteriovorax	3	2	2	2	2	2.00	0.00
genus	Lacinutrix	3	2	2	2	2	2.00	0.00
genus	Thermodesulfobium	2	2	2	2	2.0	2.00	0.00
genus	Haliscomenobacter	1	2	2	2	2	2.00	0.00
genus	Acidianus	4	1	1	1	1.0	1.00	0.00
genus	Tepidanaerobacter	2	2	2	2	2.0	2.00	0.00
genus	Mahella	1	3	3	3	3	3.00	0.00
genus	Methanotorris	1	2	2	2	2	2.00	0.00
genus	Methylomonas	6	3	3	3	3.0	3.00	0.00
genus	Isoptericola	2	3	4		3.5	3.50	0.50
genus	Ramlibacter	2	1	2		1.5	1.50	0.50
genus	Thermodesulfobacterium	3	1	1	1	1	1.00	0.00
genus	Halopiger	1	3	3	3	3	3.00	0.00
genus	Thermodesulfatator	1	2	2	2	2	2.00	0.00
genus	Methanosalsum	1	3	3	3	3	3.00	0.00
genus	Flexistipes	1	2	2	2	2	2.00	0.00
genus	Weissella	22	5	11	9	8.0	7.86	1.55
genus	Advenella	2	2	2	2	2.0	2.00	0.00
genus	Collimonas	7	3	3	3	3	3.00	0.00
genus	Cyclobacterium	2	3	4		3.5	3.50	0.50
genus	Pyrolobus	1	1	1	1	1	1.00	0.00
genus	Marichromatium	1	3	3	3	3	3.00	0.00
genus	Muricauda	2	2	2	2	2.0	2.00	0.00
genus	Halolamina	1	2	2	2	2	2.00	0.00
genus	Roseburia	3	4	6	4	4	4.67	0.94
genus	Glaciecola	1	4	4	4	4	4.00	0.00
genus	Taylorella	8	3	3	3	3.0	3.00	0.00
genus	Halobiforma	1	3	3	3	3	3.00	0.00
genus	Thermobacillus	1	5	5	5	5	5.00	0.00
genus	Thiocystis	1	3	3	3	3	3.00	0.00
genus	Pelagibacterium	1	2	2	2	2	2.00	0.00
genus	Rhodanobacter	2	2	2	2	2.0	2.00	0.00
genus	Natronobacterium	1	3	3	3	3	3.00	0.00
genus	Desulfosporosinus	3	8	11		9	9.33	1.25
genus	Thermovirga	1	3	3	3	3	3.00	0.00
genus	Azospira	2	2	4		3.0	3.00	1.00
genus	Owenweeksia	1	2	2	2	2	2.00	0.00
genus	Actinoplanes	8	3	6	6	6.0	5.38	1.11
genus	Simkania	1	1	1	1	1	1.00	0.00
genus	Tannerella	4	2	2	2	2.0	2.00	0.00
genus	Elizabethkingia	30	4	5	5	5.0	4.83	0.37
genus	Frateuria	1	4	4	4	4	4.00	0.00
genus	Singulisphaera	1	8	8	8	8	8.00	0.00
genus	Solitalea	1	4	4	4	4	4.00	0.00
genus	Oceanimonas	1	7	7	7	7	7.00	0.00
genus	Niabella	2	2	2	2	2.0	2.00	0.00
genus	Niastella	1	3	3	3	3	3.00	0.00
genus	Acetobacterium	1	5	5	5	5	5.00	0.00
genus	Saprospira	1	3	3	3	3	3.00	0.00
genus	Parachlamydia	2	3	4		3.5	3.50	0.50
genus	Marinitoga	2	3	3	3	3.0	3.00	0.00
genus	Corallococcus	2	3	3	3	3.0	3.00	0.00
genus	Rahnella	4	7	9		8.0	8.00	1.00
genus	Ignavibacterium	1	1	1	1	1	1.00	0.00
genus	Fervidicoccus	1	1	1	1	1	1.00	0.00
genus	Providencia	18	7	7	7	7.0	7.00	0.00
genus	Methylophaga	2	3	3	3	3.0	3.00	0.00
genus	Shimwellia	3	8	8	8	8	8.00	0.00
genus	Hydrogenophaga	6	1	2	2	2.0	1.83	0.37
genus	Tistrella	1	4	4	4	4	4.00	0.00
genus	Alistipes	8	2	3	2	2.0	2.12	0.33
genus	Aequorivita	2	2	2	2	2.0	2.00	0.00
genus	Belliella	1	4	4	4	4	4.00	0.00
genus	Ornithobacterium	3	3	3	3	3	3.00	0.00
genus	Turneriella	1	2	2	2	2	2.00	0.00
genus	Desulfomonile	1	1	1	1	1	1.00	0.00
genus	Kitasatospora	4	9	11		10.0	10.00	1.00
genus	Erysipelothrix	10	3	9		5.5	5.80	2.09
genus	Microlunatus	2	1	1	1	1.0	1.00	0.00
genus	Solibacillus	2	12	12	12	12.0	12.00	0.00
genus	Pelosinus	2	9	15		12.0	12.00	3.00
genus	Tessaracoccus	9	1	2	2	2	1.78	0.42
genus	Melioribacter	1	1	1	1	1	1.00	0.00
genus	Kosakonia	9	5	10	7	7	7.11	1.20
genus	Caldilinea	1	2	2	2	2	2.00	0.00
genus	Natrinema	3	3	3	3	3	3.00	0.00
genus	Pseudogulbenkiania	1	8	8	8	8	8.00	0.00
genus	Oscillibacter	3	3	3	3	3	3.00	0.00
genus	Tetragenococcus	6	5	5	5	5.0	5.00	0.00
genus	Blastococcus	1	3	3	3	3	3.00	0.00
genus	Phycisphaera	3	1	1	1	1	1.00	0.00
genus	Rubrivivax	1	3	3	3	3	3.00	0.00
genus	Leptospirillum	4	2	3	2	2.0	2.25	0.43
genus	Caldisericum	1	1	1	1	1	1.00	0.00
genus	Pararhodospirillum	1	1	1	1	1	1.00	0.00
genus	Morganella	14	7	7	7	7.0	7.00	0.00
genus	Sulfuricella	1	2	2	2	2	2.00	0.00
genus	Cycloclasticus	3	1	2	1	1	1.33	0.47
genus	Thalassospira	3	4	6	4	4	4.67	0.94
genus	Methanomassiliicoccus	8	1	2	1	1.0	1.12	0.33
genus	Piscirickettsia	20	6	6	6	6.0	6.00	0.00
genus	Nitrososphaera	7	1	2	1	1	1.29	0.45
genus	Methylocystis	3	1	2	1	1	1.33	0.47
genus	Dehalobacter	3	3	4	3	3	3.33	0.47
genus	Simiduia	1	3	3	3	3	3.00	0.00
genus	Thermacetogenium	1	3	3	3	3	3.00	0.00
genus	Modestobacter	1	3	3	3	3	3.00	0.00
genus	Desulfobacula	1	4	4	4	4	4.00	0.00
genus	Amphibacillus	1	6	6	6	6	6.00	0.00
genus	GpVI	3	2	3	2	2	2.33	0.47
genus	GpXIII	2	3	4		3.5	3.50	0.50
genus	GpVII	3	2	3	3	3	2.67	0.47
genus	Caldisphaera	1	1	1	1	1	1.00	0.00
genus	Thalassobaculum	2	1	1	1	1.0	1.00	0.00
genus	Spiribacter	3	1	1	1	1	1.00	0.00
genus	Echinicola	4	4	4	4	4.0	4.00	0.00
genus	Halovivax	1	2	2	2	2	2.00	0.00
